# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "./Fixed_analysis/mm10.refGene.gtf" "-o" "./Fixed_analysis/3_31_25_FIxed_FeatureCounts/mT5-RNAseq_gene_counts_fixed.txt" "-t" "exon" "-g" "gene_id" "-T" "8" "-p" "-s" "0" "--ignoreDup" "./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Kras242_S117.marked.bam" "./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Kras467_S118.marked.bam" "./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Rac1_11_S119.marked.bam" "./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Rac1_14_S120.marked.bam" "./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Ren2_S125.marked.bam" "./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Ren_S116.marked.bam" 
Geneid	Chr	Start	End	Strand	Length	./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Kras242_S117.marked.bam	./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Kras467_S118.marked.bam	./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Rac1_11_S119.marked.bam	./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Rac1_14_S120.marked.bam	./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Ren2_S125.marked.bam	./Fixed_analysis/3_31_25_FIxed_FeatureCounts/Marked_BAM_FromFixedAlign/mT5_Ren_S116.marked.bam
Ptpn2	chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18;chr18	67665501;67665501;67672667;67675720;67675720;67677710;67677710;67680840;67680840;67681443;67681443;67688891;67688891;67695624;67695624;67711837;67711837;67724442;67724442	67672768;67665874;67672768;67675886;67675886;67677862;67677862;67681049;67681049;67681577;67681577;67688989;67688989;67695724;67695724;67711927;67711927;67724621;67724621	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8404	4723	5083	4402	6608	6807	7807
Pou3f2	chr4	22482095	22488366	-	6272	0	0	0	0	0	0
Dffa	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	149104142;149104142;149104142;149106152;149106152;149106152;149107769;149107769;149107769;149117408;149117408;149117772;149117772;149119079;149119157	149104386;149104386;149104386;149106313;149106222;149106313;149107911;149107856;149107911;149117597;149117597;149117923;149118128;149120653;149120653	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2672	1525	2052	1298	1723	1638	1599
4930565D16Rik	chr3;chr3;chr3;chr3	84349376;84378143;84378779;84379728	84350107;84378300;84378806;84379921	-;-;-;-	1112	0	0	0	0	0	0
Gm10745	chr3;chr3;chr3;chr3;chr3	11823229;11825129;11828646;11834391;11844182	11824343;11825205;11828731;11834457;11844359	-;-;-;-;-	1523	0	0	2	0	0	0
Gm20752	chr3;chr3;chr3;chr3;chr3	159076364;159090249;159192398;159242245;159305924	159076637;159090393;159192536;159242361;159308080	+;+;+;+;+	2832	0	0	0	0	0	1
Abcb1b	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	8798147;8798736;8805433;8806008;8810558;8812655;8813574;8814723;8821272;8823932;8824187;8824473;8824689;8825113;8825551;8827326;8827703;8828823;8832194;8835028;8837591;8845748;8849512;8851457;8853429;8861424;8864115;8865750	8798289;8798806;8805481;8806170;8810615;8812846;8813745;8814847;8821443;8824045;8824297;8824598;8824892;8825283;8825712;8827499;8827849;8828930;8832271;8835111;8837794;8845848;8849652;8851613;8853626;8861630;8864261;8866314	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4344	1253	1319	483	524	1466	3140
Dtymk	chr1;chr1;chr1;chr1;chr1;chr1;chr1	93792576;93794726;93798380;93800495;93800802;93801698;93801698	93792943;93794923;93798470;93800910;93800910;93801934;93801934	-;-;-;-;-;-;-	1310	5825	6078	4450	7650	8359	11166
Sult1e1	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	87575968;87578479;87579828;87581918;87586714;87587544;87590073;87591494	87576321;87578659;87579922;87582044;87586811;87587669;87590233;87591611	-;-;-;-;-;-;-;-	1260	0	0	0	0	0	0
Hmgb4	chr4	128260212	128260895	-	684	0	0	0	0	0	0
Cck	chr9;chr9;chr9;chr9;chr9;chr9;chr9	121489824;121489824;121493369;121494317;121494317;121495598;121495598	121490201;121490201;121493531;121494532;121494532;121495694;121495694	-;-;-;-;-;-;-	854	0	0	22	0	0	2
Dnajc24	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	105966708;105966708;105970448;105970448;105980982;106001929;106001929;106003094;106003094	105967094;105967094;105970516;105970516;105981120;106002075;106002075;106003549;106003549	-;-;-;-;-;-;-;-;-	1198	1309	1396	1109	1457	1336	1665
Vmn2r11	chr5;chr5;chr5;chr5;chr5;chr5	109046873;109048927;109052032;109053308;109054752;109059250	109047780;109049050;109052256;109054178;109055006;109059452	-;-;-;-;-;-	2586	0	0	0	0	0	0
Tmem35b	chr4;chr4;chr4	127126043;127127819;127128854	127126193;127127999;127129660	+;+;+	1139	1009	1263	1094	1754	957	1169
Gm15941	chr15;chr15;chr15	37421133;37427395;37432414	37422636;37427465;37432664	-;-;-	1826	2	4	4	0	9	15
Mrtfa	chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15;chr15	81012281;81012281;81015349;81015349;81015759;81015759;81016231;81016231;81017951;81017951;81018214;81018214;81020165;81020165;81020753;81020753;81022397;81022397;81023542;81023542;81026662;81026662;81045289;81045289;81104773;81117391;81190507	81013802;81013802;81015409;81015409;81015911;81015911;81017226;81017226;81018119;81018119;81018479;81018479;81020314;81020314;81020928;81020928;81022558;81022558;81023617;81023617;81026717;81026717;81045354;81045354;81105047;81117652;81190736	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4620	1708	1942	1872	2712	1685	1895
Pla2g12b	chr10;chr10;chr10;chr10	59403685;59410977;59416348;59421463	59403981;59411065;59416513;59421976	+;+;+;+	1066	0	0	0	0	1	0
Pmel	chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10	128706258;128714045;128714282;128715221;128715527;128715927;128717751;128718058;128718598;128718900;128719885	128706358;128714155;128714428;128715355;128715688;128716550;128717867;128718142;128718803;128718987;128720238	+;+;+;+;+;+;+;+;+;+;+	2130	36	36	49	72	101	79
Trim54	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	31116612;31131042;31131988;31134050;31136043;31136753;31136888;31137121;31137477	31117077;31131214;31132159;31134145;31136276;31136775;31137012;31137213;31137626	+;+;+;+;+;+;+;+;+	1532	0	0	0	0	0	0
H2-Q1	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	35320547;35320547;35320821;35320821;35321275;35321275;35323064;35323064;35323467;35323467;35323780;35324001;35324182;35324182	35320625;35320625;35321090;35321090;35321550;35321550;35323339;35323339;35323601;35323601;35323812;35324048;35325099;35325099	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2035	14	16	3	7	11	13
Anxa10	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	62057042;62057042;62060256;62060256;62061009;62061009;62062973;62062973;62064219;62064219;62064404;62064404;62074545;62076262;62076282;62077866;62077866;62092502;62092502;62096710;62096710;62123011;62123011	62057810;62057810;62060378;62060378;62061067;62061067;62063068;62063068;62064312;62064312;62064457;62064457;62074624;62076372;62076372;62077979;62077979;62092596;62092596;62096791;62096791;62123193;62123193	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1860	10	1	57	10	39	22
Cyp2b10	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	25897658;25911238;25911554;25913865;25914748;25915392;25916934;25917288;25926068	25897855;25911400;25911703;25914025;25914924;25915533;25917121;25917429;25926624	+;+;+;+;+;+;+;+;+	1878	34	38	156	23	25	26
Ceacam14	chr7;chr7;chr7	17812682;17814051;17815110	17812827;17814410;17815627	+;+;+	1024	0	0	0	0	0	0
LOC100862268	chr3;chr3;chr3;chr3;chr3;chr3;chr3	127161305;127161305;127161789;127166261;127166261;127166831;127166831	127161415;127161415;127161858;127166455;127166455;127168290;127168290	+;+;+;+;+;+;+	1836	0	0	0	0	0	0
BC061195	chrX;chrX;chrX;chrX	93156154;93156527;93183227;93183600	93156383;93156871;93183456;93183944	+;+;+;+	1150	0	0	0	0	0	0
Ccdc166	chr15;chr15;chr15	75979872;75979872;75981801	75982285;75981687;75982285	-;-;-	2414	180	206	154	164	147	122
Gm15787	chr5;chr5;chr5;chr5;chr5;chr5	110167508;110167508;110170263;110173280;110176317;110176317	110168484;110168484;110170347;110173424;110176504;110176504	-;-;-;-;-;-	1395	40	50	29	47	48	58
Blvrb	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	27447978;27452418;27459256;27459256;27459563;27459563;27462567;27462567;27465720;27465720	27448196;27452550;27459420;27459420;27459652;27459652;27462695;27462695;27465981;27465981	+;+;+;+;+;+;+;+;+;+	998	903	844	1279	1349	1393	1243
Mospd2	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	164936171;164936171;164936171;164939643;164939643;164939643;164943431;164943431;164943431;164944217;164944217;164944217;164944973;164944973;164944973;164947242;164947242;164947242;164948067;164948067;164948067;164951851;164951851;164951851;164956479;164956479;164956479;164958756;164958756;164958756;164962052;164962052;164962052;164963927;164963927;164963927;164964982;164964982;164964982;164979994;164979994;164979994;164980215;164980215;164980215	164938692;164937084;164937303;164939745;164939745;164939745;164943560;164943560;164943560;164944313;164944313;164944313;164945069;164945069;164945069;164947354;164947354;164947354;164948243;164948243;164948243;164951975;164951975;164951975;164956517;164956517;164956517;164958816;164958816;164958816;164962206;164962206;164962206;164964013;164964013;164964013;164965137;164965137;164965137;164980063;164980063;164980063;164980375;164980375;164980375	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4093	11681	12880	10185	15850	15203	16092
Abi3bp	chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16;chr16	56477846;56477846;56477846;56477846;56477846;56532789;56532789;56532789;56532789;56532789;56556879;56556879;56556879;56556879;56556879;56562357;56562357;56562357;56562357;56562357;56574392;56574392;56574392;56574392;56574392;56575099;56575099;56575099;56575099;56575099;56586929;56586929;56586929;56586929;56586929;56587946;56587946;56587946;56587946;56587946;56588650;56588650;56588650;56588650;56588650;56592604;56592604;56592604;56592604;56592604;56594462;56594462;56594462;56594462;56594462;56595240;56595240;56595240;56595240;56596234;56596234;56596234;56596234;56596762;56596762;56596762;56596762;56602769;56602769;56602769;56602769;56604035;56604035;56604035;56604035;56604625;56604625;56604625;56604625;56606119;56606119;56606119;56606119;56611043;56613167;56613673;56614690;56642489;56642489;56642489;56642489;56642489;56647025;56647025;56647025;56647025;56647025;56650711;56650711;56650711;56651307;56652137;56652137;56652137;56652137;56652137;56654002;56654002;56654002;56654002;56654002;56657266;56657266;56657266;56657266;56657266;56660164;56660164;56660164;56660164;56660164;56666629;56666629;56666629;56666629;56666629;56668274;56668274;56668274;56668274;56668274;56671239;56671239;56671239;56671239;56671239;56671908;56671908;56671908;56671908;56671908;56675027;56675027;56675027;56675027;56675027;56677725;56677725;56677725;56677725;56677725;56685701;56685701;56685701;56685701;56685701;56686442;56686442;56686442;56686442;56686442;56686960;56686960;56686960;56686960;56686960;56688064;56688064;56688064;56688064;56688064;56688934;56688934;56688934;56688934;56688934	56477992;56477992;56477992;56477992;56477992;56532968;56532968;56532968;56532968;56532968;56556947;56556947;56556947;56556947;56556947;56562489;56562489;56562489;56562489;56562489;56574573;56574573;56574573;56574573;56574573;56575154;56575154;56575154;56575154;56575154;56586971;56586971;56586971;56586971;56586971;56588017;56588017;56588017;56588017;56588017;56588742;56588742;56588742;56588742;56588742;56592681;56592681;56592681;56592681;56592681;56594536;56594536;56594536;56594536;56594536;56595314;56595314;56595314;56595314;56596305;56596305;56596305;56596305;56596836;56596836;56596836;56596836;56602831;56602831;56602831;56602831;56604109;56604109;56604109;56604109;56604699;56604699;56604699;56604699;56606193;56606193;56606193;56606193;56611084;56613253;56613720;56614752;56642560;56642560;56642560;56642560;56642560;56647099;56647099;56647099;56647099;56647099;56650770;56650770;56650770;56651354;56652217;56652217;56652217;56652217;56652217;56654079;56654079;56654079;56654079;56654079;56657331;56657331;56657331;56657331;56657331;56660238;56660238;56660238;56660238;56660238;56666703;56666703;56666703;56666703;56666703;56668393;56668393;56668393;56668393;56668393;56671367;56671367;56671367;56671367;56671367;56671976;56671976;56671976;56671976;56671976;56675236;56675236;56675236;56675236;56675236;56677833;56677833;56677833;56677833;56677833;56685780;56685780;56685780;56685780;56685780;56686471;56686471;56686471;56686471;56686471;56687121;56687121;56687121;56687121;56687121;56688186;56688186;56688186;56688186;56688186;56690135;56690135;56690135;56690135;56690135	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4742	2	13	20	17	6	9
Ints6l	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	56454839;56455449;56479630;56480571;56480890;56481326;56483779;56485239;56489006;56493039;56496516;56497861;56499568;56501661;56504725;56506373;56506880	56455316;56455526;56479779;56480660;56481073;56481454;56483942;56485391;56489138;56493133;56496734;56497984;56499710;56501895;56505099;56506466;56507843	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3808	368	491	469	503	1675	1268
Gm6803	chr12	88018221	88019007	-	787	75	49	33	51	67	72
A730046J19Rik	chrX;chrX;chrX	144153695;144154078;144161886	144153915;144154174;144166274	+;+;+	4707	0	0	0	0	0	2
Nphp1	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	127740732;127740732;127740732;127740732;127740732;127743072;127743072;127743072;127743072;127743072;127745896;127745896;127745896;127745896;127745896;127748000;127748000;127748000;127748000;127748000;127753973;127753973;127753973;127753973;127753973;127756092;127756092;127756092;127756092;127756092;127757679;127757679;127757679;127757679;127757679;127759576;127759576;127759576;127759576;127759576;127761162;127761162;127761162;127761162;127761162;127763779;127763779;127763779;127763779;127763779;127766024;127766024;127766024;127766024;127766024;127768171;127768171;127768171;127768171;127768171;127769615;127769615;127769615;127769615;127769615;127770259;127770259;127770259;127770259;127770259;127772101;127772101;127772101;127772101;127772101;127773898;127773898;127773898;127773898;127773898;127777269;127777269;127777269;127777269;127777269;127779104;127779104;127779104;127779104;127779104;127780063;127780063;127780063;127780063;127780063;127788786;127788786;127788786;127788786;127788786	127741188;127741188;127741188;127741188;127741188;127743116;127743116;127743116;127743116;127743116;127745969;127745969;127745969;127745969;127745969;127748112;127748112;127748112;127748112;127748112;127754067;127754072;127754072;127754072;127754072;127756168;127756168;127756168;127756168;127756168;127757761;127757761;127757761;127757761;127757761;127759686;127759686;127759686;127759686;127759686;127761236;127761236;127761236;127761236;127761236;127763907;127763907;127763907;127763907;127763907;127766118;127766118;127766121;127766118;127766121;127768258;127768255;127768258;127768258;127768255;127769657;127769657;127769657;127769657;127769657;127770392;127770392;127770392;127770392;127770392;127772202;127772202;127772202;127772202;127772202;127774099;127774099;127774099;127774099;127774099;127777393;127777393;127777393;127777393;127777393;127779164;127779164;127779164;127779164;127779164;127780136;127780136;127780136;127780136;127780136;127788891;127788891;127788891;127788891;127788891	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2297	4759	8225	3855	6389	5425	6500
Snora15	chr5	129794561	129794676	+	116	3	12	7	5	21	25
Cldn11	chr3;chr3;chr3	31149920;31153914;31163076	31150375;31154078;31164326	+;+;+	1872	0	0	2	2	10	12
Mir1930	chr10	77641224	77641307	+	84	3	3	0	3	4	6
2700054A10Rik	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	13487021;13487021;13496617;13496617;13540282;13548296;13548296;13554013;13554013	13490839;13490839;13496785;13496785;13540421;13548433;13548433;13554094;13554094	-;-;-;-;-;-;-;-;-	4348	1005	1155	761	904	645	636
Lrig1	chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6;chr6	94604529;94604529;94606103;94606103;94607292;94608040;94608040;94608709;94608709;94609617;94609617;94611372;94611372;94613564;94613564;94616389;94616389;94617246;94617246;94620253;94620253;94622615;94622615;94624930;94624930;94626369;94626369;94627960;94627960;94630102;94630102;94654847;94654847;94663927;94663927;94699462;94699462	94606003;94606003;94606363;94606363;94607438;94608165;94608165;94609128;94609128;94609898;94609898;94611692;94611692;94613727;94613727;94616460;94616460;94617317;94617317;94620333;94620333;94622758;94622758;94625073;94625073;94626512;94626512;94628103;94628103;94630239;94630239;94654921;94654921;94663998;94663998;94700145;94700145	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4966	5069	5254	8481	13217	8711	6785
Frrs1l	chr4;chr4;chr4;chr4;chr4	56960136;56968062;56972238;56976917;56990034	56963160;56968308;56972376;56977001;56990391	-;-;-;-;-	3854	2	2	0	0	6	2
Ywhaq	chr12;chr12;chr12;chr12;chr12	21390329;21394965;21396282;21398241;21416798	21391415;21395060;21396445;21398364;21417436	-;-;-;-;-	2110	20858	24540	18491	26698	24504	28012
Ywhah	chr5;chr5	33018816;33026542	33019154;33027966	+;+	1764	7822	10846	7423	11520	9562	10375
Igfbp5	chr1;chr1;chr1;chr1	72858065;72863143;72863851;72873806	72862508;72863262;72864080;72874865	-;-;-;-	5854	38	0	970	808	180	90
Igfbp4	chr11;chr11;chr11;chr11	99041244;99048226;99049094;99051445	99041845;99048371;99049228;99052655	+;+;+;+	2094	662	76	209	133	441	500
Anxa11	chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14;chr14	25842155;25868864;25870069;25872512;25873944;25874210;25874671;25876661;25877109;25877351;25879084;25882916;25883927;25884142;25886011	25842295;25868926;25870181;25872898;25874031;25874304;25874784;25876751;25877188;25877407;25879177;25883011;25883985;25884264;25886804	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2395	2048	2438	2832	3317	3975	3160
Lime1	chr2;chr2;chr2;chr2;chr2	181381235;181382487;181382616;181382799;181383258	181382314;181382544;181382703;181383160;181383628	+;+;+;+;+	1959	1385	1430	1146	1850	1954	1950
Gm9839	chr1	32519563	32520999	-	1437	0	0	0	0	2	0
Foxj3	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	119539661;119539661;119542336;119560603;119560603;119560603;119573476;119573476;119573476;119585750;119585750;119585750;119602409;119602409;119602409;119609990;119609990;119616508;119616508;119616508;119619284;119619284;119619284;119619935;119619935;119619935;119621601;119621601;119621601;119623221;119623221;119623221;119624897;119624897;119624897;119626289;119626289;119626289	119539845;119539845;119543389;119560663;119560663;119560663;119573800;119573800;119573800;119585824;119585824;119585824;119602492;119602492;119602492;119610091;119610091;119616636;119616636;119616636;119619464;119619464;119619464;119620348;119620348;119620348;119621702;119621702;119621702;119623412;119623412;119623412;119625004;119625004;119625004;119629119;119629119;119629119	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5843	2474	3480	3008	4720	3111	3170
Sall3	chr18;chr18;chr18;chr18;chr18;chr18;chr18	80966997;80966997;80971181;80971181;80971738;80986455;80986455	80969904;80969904;80974629;80971521;80974629;80987021;80987021	-;-;-;-;-;-;-	6924	0	0	0	0	187	52
Igfbp2	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	72824480;72825387;72849086;72849086;72849564;72849564;72851998;72851998	72824964;72825474;72849312;72849312;72849704;72849704;72852471;72852471	+;+;+;+;+;+;+;+	1415	0	20	0	1	12	10
Olfr1423	chr19	12035808	12036740	-	933	0	0	0	0	0	0
Olfr1427	chr19	12098702	12099637	-	936	0	0	0	0	0	0
Gm13288	chr4	88805531	88808380	+	2850	0	0	5	2	4	4
C1qtnf12	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	155962312;155964543;155964768;155964980;155965594;155965866;155966082;155966404	155962737;155964659;155964888;155965131;155965702;155965956;155966160;155966629	+;+;+;+;+;+;+;+	1321	68	83	82	138	72	78
Mir7039	chr5	144896732	144896816	-	85	0	1	0	0	1	0
Abcd3	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	121758904;121758904;121761415;121761415;121765001;121765001;121768622;121768622;121769167;121769167;121769352;121769352;121769515;121769515;121772303;121772303;121773989;121773989;121774142;121774142;121775431;121775431;121775617;121775617;121775802;121775802;121776997;121776997;121779555;121779555;121781928;121781928;121784011;121784011;121784473;121784473;121786002;121786002;121791734;121791734;121792804;121792804;121796449;121796449;121814720;121815009	121760309;121760309;121761471;121761471;121765105;121765105;121768741;121768741;121769256;121769256;121769417;121769417;121769592;121769592;121772366;121772366;121774061;121774061;121774233;121774233;121775522;121775522;121775714;121775714;121775871;121775871;121777066;121777066;121779697;121779697;121781984;121781984;121784134;121784134;121784570;121784570;121786071;121786071;121791822;121791822;121792902;121792902;121796485;121796485;121814909;121815302	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3682	8445	8270	9016	11963	18388	15912
